iata,tags
STV,|KE|Gujarati
STV,Copper
STV,Dairy
STV,Diamonds
STV,Textiles
STW,Defense RU
SUB,|ID|Chinese
SUB,|ID|Tamil
SUB,|KH|Indonesian
SUB,|NL|Indonesian
SUB,|SR|Indonesian
SUB,Back office
SUB,Logistics APAC
SUB,Nickel
SUB,Oil
SUB,Tobacco
SUJ,Appliances
SUV,Seafood
SVC,Copper FIFO
SVG,Equinor
SVG,Loves Spain|
SVG,Paper & furniture
SVO,|AE|Russian
SVO,|RU|Armenian
SVO,|US|Russian
SVO,Defense RU
SVO,LNG
SVO,Oil
SVO,Russian Vacay x2|
SVO,Software
SVO,Sunni|
SVQ,Mediterranean Ag
SVQ,Renewables
SVX,|AE|Russian
SVX,|US|Russian
SVX,Copper
SVX,Russian Vacay x2|
SVX,Space
SVX,Titanium
SWA,Dark economy
SWA,Rice
SWA,Textiles
SWA,Tropical fishing
SWX,Conservation
SXB,|FR|Polish
SXB,|FR|Serbian
SXB,German|
SXB,Life sciences
SXB,Viticulture
SXI,Fabrics
SXI,NIOC
SXM,Anglophone|
SXM,Orange Sunshine
SXR,Sunni|
SYD,|AU|Chinese
SYD,|AU|Greek
SYD,|AU|Indian
SYD,|AU|Samoan
SYD,|AU|Vietnamese
SYD,Advertising & media
SYD,Asset management
SYD,Copper FIFO
SYD,Golden Triangle x2
SYD,Life sciences
SYD,Logistics APAC
SYD,Professional services
SYD,Spirits
SYK,Spices / Tropical Ag
SYX,Russian Vacay x2|
SYX,Sinopec
SYY,Offshore oil
SYZ,NIOC
SYZ,Sheep
SZA,Offshore oil
SZB,|MY|Malayali
SZB,|MY|Nepalese
SZX,Appliances
SZX,Autos
SZX,Belt & Road|
SZX,Cantonese|
SZX,Chinese tourism|
SZX,Computers
SZX,Electronics
SZX,Life sciences
SZX,New energy
SZX,Regional banking APAC
SZX,Robotics
SZX,Semiconductors
SZX,Telco
TAC,Sugar
TAE,Electronics
TAE,Machinery
TAE,Steel
TAE,Textiles
TAK,Copper
TAM,Copper
TAM,Pemex
TAM,UFOs
TAO,|AU|Chinese
TAO,|CA|Chinese
TAO,|ID|Chinese
TAO,|TH|Chinese
TAO,|US|Chinese
TAO,Appliances
TAO,Beer
TAO,Chinese tourism|
TAO,Copper
TAO,CPG & Retail
TAO,Poultry
TAO,Regional banking APAC
TAO,Shipbuilding
TAS,Logistics CIS
TAS,Textiles
TBG,Copper FIFO
TBG,Gold FIFO
TBS,Logistics EU Med
TBS,Russian Vacay x2|
TBS,Viticulture
TBT,Amazonia
TBU,Polynesia
TBZ,|DE|Iranian
TBZ,|TR|Iranian
TBZ,|US|Iranian
TBZ,Cotton
TBZ,Machinery
TCA,Gold FIFO
TCA,UFOs
TCO,Drug trafficking
TCQ,Copper
TCR,|AE|Tamil
TCR,|ID|Tamil
TCR,|MY|Tamil
TCR,Copper
TCR,Indian Ocean fishing
TCZ,Tea
TET,Logistics MEA
TEZ,Sunni|
TFF,Amazonia
TFN,British Sunny Vacay x2|
TFS,British Sunny Vacay x2|
TFU,|AU|Chinese
TFU,|CA|Chinese
TFU,|ID|Chinese
TFU,|TH|Chinese
TFU,|US|Chinese
TFU,Aerospace
TFU,Agribusiness
TFU,Belt & Road|
TFU,Chinese tourism|
TFU,Regional banking APAC
TFU,Semiconductors
TGM,Vampiric
TGO,Coal CN
TGO,Iron ore
TGU,Coffee
TGZ,Coffee
THD,Coffee
THL,Drug trafficking
THR,|DE|Iranian
THR,|TR|Iranian
THR,|US|Iranian x2
THR,Logistics MEA
THR,NIOC
TIA,Footwear
TIF,|AE|Pakistani
TIF,|SA|Pakistani
TIF,|UK|Pakistani
TIF,|US|Pakistani
TIJ,Auto parts
TIJ,Drug trafficking
TIO,Dark economy
TIP,Oil
TIR,|CA|Telugu
TIR,Spirituality
TIV,Mediterranean marine
TJM,Titanium
TKD,Manganese
TKD,Offshore oil
TKG,Geothermal
TKG,Space
TKK,Micronesia
TKU,Boreal
TKU,Swedish|
TLE,Indian Ocean fishing
TLH,Academia
TLL,Cryptocurrency
TLL,Telco
TLN,|FR|Algerian x2
TLQ,Cotton
TLS,|FR|Algerian x2
TLS,|FR|Moroccan
TLS,Aerospace
TLS,Life sciences
TLS,Space
TLV,|FR|Jewish
TLV,|IE|Ethiopian
TLV,|IE|Filipino
TLV,|IL|Russian
TLV,|UK|Jewish
TLV,|US|Jewish
TLV,Defense
TLV,Diamonds
TLV,Horticulture
TLV,Israeli Vacay x2
TLV,Semiconductors
TLV,Software
TLV,Water
TLY,Taiga
TMC,Nickel
TMT,Amazonia
TNA,Auto parts
TNA,Bauxite
TNA,Chinese tourism|
TNA,Fabrics
TNA,Pharma
TNE,Aerospace
TNG,Apparel
TNG,Dark economy
TNG,Logistics EU Med
TNH,Gold
TNR,Agriculture
TNR,Peacekeeping
TOF,Gazprom
TOS,Atlantic Fishing
TOS,Equinor
TOS,Finnish|
TOS,Polar research
TOS,Renewables
TOY,Rice
TPA,Back office
TPA,Golf
TPA,Healthcare admin
TPA,Logistics NAC
TPA,Software
TPE,|TW|Indonesian
TPE,Electronics
TPE,HK Taiwan Kinship x2|
TPE,Regional banking APAC
TPE,Semiconductors
TPP,Amazonia
TPQ,Coffee
TRB,Latifundia Legacy
TRD,Atlantic Fishing
TRD,Loves Spain|
TRD,Nordic Ski 2 City x2
TRF,Equinor
TRF,Loves Spain|
TRF,Santa
TRF,Titanium
TRG,Horticulture
TRK,Coal CN
TRN,|IT|Romanian
TRN,Aerospace
TRN,Auto parts
TRS,Mediterranean marine
TRU,Coffee
TRU,Copper
TRV,|AE|Malayali
TRV,|MY|Malayali
TRV,|OM|Malayali
TRV,|SA|Malayali
TRV,Indian Ocean fishing
TRV,Pharma
TRV,Rubber
TRV,Software
TRW,Micronesia
TRZ,|AE|Tamil
TRZ,|ID|Tamil
TRZ,|MY|Tamil
TRZ,Back office
TRZ,Offshore oil
TRZ,Titanium
TSA,Semiconductors
TSE,Gazprom
TSE,PetroChina
TSF,|IT|Romanian
TSF,CPG & Retail
TSN,Auto parts
TSN,Belt & Road|
TSN,Logistics APAC
TSN,Petrochemicals
TSN,Robotics
TSN,Semiconductors
TSN,Steel
TSN,Wind energy
TSR,|ES|Romanian
TSR,|IT|Romanian
TSV,Coal seam gas
TSV,Copper
TSV,Copper FIFO
TSV,Nickel
TTK,Micronesia
TTN,Academia
TTU,Drug trafficking
TUC,Agribusiness
TUF,Fine cheese
TUL,Aerospace
TUL,Evangelicalism
TUL,LNG
TUL,Oil
TUL,Oil fracking
TUN,|FR|Tunisian x2
TUN,Auto parts
TUN,Mediterranean Ag
TUN,Offshore oil
TUR,Amazonia
TUS,Defense
TUS,Gemstones
TUS,Golf
TUS,Hispanic|
TUS,Water
TVS,Steel
TWB,Coal seam gas
TWU,Chinese tourism|
TXK,Wind energy
TXN,Spirituality
TYN,Baijiu
TYN,Coal CN
TYN,Space
TYN,Titanium
TYN,Toys
TYS,Academia
TYS,Nuclear energy
TZX,Horticulture
TZX,Mediterranean marine
UCB,Potato
UCT,Taiga
UCT,Zinc Eurasia
UDI,Dairy
UDI,Logistics LATAM
UDI,Soybeans
UDR,Sugar
UDR,Zinc Eurasia
UEL,Titanium
UET,Pashto|
UFA,|AE|Russian
UFA,|US|Russian
UFA,Oil refining
UFA,Petrochemicals
UFA,Russian Vacay x2|
UGO,Coffee
UIO,|ES|Ecuadorian
UIO,|US|Ecuadorian
UIO,Coffee
UIO,Horticulture
UIO,Paper & furniture
UKB,CPG & Retail
UKB,Life sciences
UKB,Machinery
UKB,Rice
UKK,Zinc Eurasia
ULG,Kazakh|
ULK,Coal RU
ULN,Gold
ULO,Throat Singing Circuit
ULV,Autos
UME,Academia
UME,Boreal
UNG,Copper FIFO
UPG,|ID|Chinese
UPG,|TW|Indonesian
UPG,Marine
UPG,Nickel
UPG,Offshore oil
UPG,Tropical fishing
UPN,|US|Jalisco & Michoacán
URA,Oil
URC,Belt & Road|
URC,Cotton
URC,PetroChina
URC,Sunni|
URC,Wind energy
URT,Rubber
USH,Mountaineering
USH,Polar research
USK,Russian Vacay x2|
USN,Auto parts
USN,Copper
USN,Petrochemicals
USN,Shipbuilding
UTH,Apparel
UTH,Spices / Tropical Ag
UTP,|TH|Chinese
UTP,Appliances
UTP,Auto parts
UTP,Petrochemicals
UTP,Russian Vacay x2|
UUD,Gold
UUD,Jade
UUS,Defense RU
UUS,Gazprom
UUS,LNG
VAA,Boreal
VAA,Swedish|
VAN,Sheep
VAR,Casinos
VAR,German|
VAR,Nordic|
VAR,Polish|
VAR,Russian|
VCA,Monsoon Ag
VCE,Advertising & media
VCE,Mediterranean marine
VCP,|US|Brazilian
VCP,Logistics LATAM
VCP,Petrochemicals
VDS,Arctic fishing
VER,Offshore oil
VER,Pemex
VER,Petrochemicals
VFA,Conservation
VGA,|CA|Telugu
VGA,Pharma
VGA,Tobacco
VGO,Atlantic Fishing
VHM,Zinc Eurasia
VIE,Auto parts
VIE,Eurozone banking
VIE,Life sciences
VIE,Nuclear energy
VIE,Robotics
VII,Peanuts
VII,Tropical fishing
VIL,Surfing
VIX,Logistics LATAM
VIX,Petrobras
VKO,|AE|Russian
VKO,|US|Russian
VKO,Defense RU
VKO,Gazprom
VKO,LNG
VKO,Logistics CIS
VKO,Rosneft
VKO,Russian Vacay x2|
VKT,Russian Vacay x2|
VLC,|ES|Romanian
VLC,Logistics EU Med
VLC,Mediterranean Ag
VLC,Mediterranean marine
VLI,Melanesia
VLY,Sheep
VNO,Renewables
VNS,Spirituality
VOG,Machinery
VOZ,Nuclear energy
VPS,Offshore oil
VPS,Space
VRA,Drug trafficking
VRA,German|
VRA,Russian Vacay x2|
VRA,Sugar
VRA,Tobacco
VRN,Agribusiness
VRN,Viticulture
VSA,Pemex
VST,Boreal
VTE,Belt & Road|
VTE,Logistics APAC
VTZ,|CA|Telugu
VTZ,Monsoon Ag
VTZ,Rice
VTZ,Steel
VTZ,Textiles
VUP,Latifundia Legacy
VVI,|BR|Bolivian
VVI,|MX|Bolivian
VVI,LNG
VVI,Soybeans
VVO,Arctic fishing
VVO,Defense RU
VVO,Gazprom
VVO,Logistics CIS
VVO,Taiga
VXC,Agriculture
WAG,Horticulture
WAG,Viticulture
WAW,|IE|Polish
WAW,|US|Polish
WAW,CPG & Retail
WAW,Eurozone banking
WAW,Machinery
WDH,Conservation
WDH,Diamonds
WDH,Gold
WDH,Uranium
WDH,Water
WEF,Agriculture
WEF,Poultry
WEF,Tobacco
WEH,Fabrics
WEH,Seafood
WEI,Bauxite
WGA,Coal seam gas
WGA,Sheep
WLG,|NZ|Samoan
WLG,Seafood
WLG,TV / movies
WMT,Baijiu
WNH,Aluminum
WNH,Bauxite
WNS,Cotton
WNZ,Aluminum
WNZ,Footwear
WNZ,Toys
WRE,Geothermal
WRO,Copper
WRO,CPG & Retail
WRO,Electronics
WTK,Zinc
WUH,|AU|Chinese
WUH,|CA|Chinese
WUH,|ID|Chinese
WUH,|TH|Chinese
WUH,|US|Chinese
WUH,Autos
WUH,Chinese tourism|
WUH,Life sciences
WUH,Robotics
WUH,Semiconductors
WUH,Sinopec
WUH,Steel
WUN,Gold FIFO
WUX,Ceramics
WUX,Chinese tourism|
WUX,Electronics
WUX,Fabrics
WUX,Machinery
WUX,New energy
WUX,Textiles
WUZ,Spices / Tropical Ag
WUZ,Titanium
WVB,Uranium
WXN,Aluminum
WYS,Big Sky
XAP,Paper & furniture
XAP,Poultry
XFN,Auto parts
XIC,Rare earths
XIC,Space
XIL,Sheep
XIY,Bauxite
XIY,Chinese tourism|
XIY,Coal CN
XIY,Logistics APAC
XIY,Semiconductors
XIY,Software
XMN,|AU|Chinese
XMN,|CA|Chinese
XMN,|ID|Chinese
XMN,|TH|Chinese
XMN,|US|Chinese
XMN,Chinese tourism|
XMN,Electronics
XMN,Sugar
XMN,Titanium
XMN,Tropical fishing
XNA,Appliances
XNA,CPG & Retail
XNA,Poultry
XNN,Heavy industry
XNN,Jade
XRC,L'Hexagone Hop
XRY,Spirits
XRY,Viticulture
XUZ,Coal CN
XUZ,Machinery
XWA,Big Sky
YAK,Alaska Milk Run
YAM,Machinery
YAP,Micronesia
YAP,Seafood
YAQ,Anglophone|
YAQ,Polar research
YBC,Aluminum
YBC,Boreal
YBC,Francophonie|
YBG,Aluminum
YBG,Francophonie|
YBG,Maple syrup
YBP,Baijiu
YBP,PetroChina
YBR,Grain Belt
YBR,Ranching
YBY,Oil fracking
YCB,Canadian Arctic 
YCB,Polar research
YCD,Northwest Passage
YCD,Spirituality
YCG,Horticulture
YCL,Francophonie|
YDN,Grain Belt
YDP,Nickel
YEG,LNG
YEG,Loves Cancun x2|
YEG,Oil fracking
YEI,Appliances
YEI,Auto parts
YEV,Canadian Arctic 
YFB,Canadian Arctic 
YFB,Loves Arctic|
YFB,Santa
YGP,Francophonie|
YHM,|CA|Chinese
YHM,Logistics NAC
YHM,Loves Cancun x2|
YHM,Steel
YHU,Boreal
YHU,Francophonie|
YHU,Logistics NAC
YHU,Maple syrup
YHU,UFOs
YHZ,Atlantic Fishing
YHZ,Marine
YHZ,Renewables
YIA,Tea
YIH,Logistics APAC
YIN,Agriculture
YIN,Zinc Eurasia
YIW,Toys
YKA,Cryptids
YKA,Paper & furniture
YKM,|US|Jalisco & Michoacán
YKS,Diamonds
YKS,Gold
YLT,Canadian Arctic 
YLW,Gold
YLW,Spirituality
YLW,Viticulture
YLX,Gemstones
YMJ,Uranium
YMK,Gazprom
YMM,Nickel
YMM,Oil
YMM,Oil fracking
YMM,PetroChina
YMT,Francophonie|
YNB,Oil refining
YNB,Petrochemicals
YNT,Aluminum
YNT,Seafood
YNZ,Agriculture
YNZ,Auto parts
YOW,|CA|Filipino
YOW,Bureaucracy
YOW,Canadian Arctic 
YOW,Defense
YOW,Loves Cancun x2|
YOW,NA Capitols|
YPE,Oil fracking
YPR,Coal seam gas
YPR,Northwest Passage
YPY,Boreal
YQB,Aluminum
YQB,Francophonie|
YQB,Loves Cancun x2|
YQB,Loves French Antilles|
YQB,Maple syrup
YQB,Software
YQG,Auto parts
YQL,Coal seam gas
YQL,Ranching
YQR,Arctic oil
YQR,Grain Belt
YQR,Logistics NAC
YQR,Ranching
YQR,Uranium
YQT,Platinum
YQU,Oil fracking
YQX,LNG
YRB,Canadian Arctic 
YRB,Canadian Arctic 
YRJ,Francophonie|
YRJ,Maple syrup
YSB,Nickel
YSB,Platinum
YTF,Francophonie|
YTM,Francophonie|
YTS,Francophonie|
YTS,Gold FIFO
YTS,Nickel
YTY,Auto parts
YTY,Shipbuilding
YTY,Toys
YTZ,Asset management
YTZ,CPG & Retail
YTZ,Logistics NAC
YUL,|CA|Algerian x2
YUL,|CA|Haitian
YUL,|CA|Moroccan
YUL,Aerospace
YUL,Francophonie|
YUL,Loves Cancun x2|
YUL,Loves French Antilles|
YUL,Software
YUL,Spirits
YUM,Hispanic|
YUM,Horticulture
YUY,Copper FIFO
YUY,Francophonie|
YVO,Francophonie|
YVO,Gold FIFO
YVR,|CA|Bengali
YVR,|CA|Chinese
YVR,|CA|Filipino
YVR,|CA|Punjabi
YVR,Arctic fishing
YVR,Cantonese|
YVR,Copper
YVR,Cryptocurrency
YVR,Forestry
YVR,Life sciences
YVR,Software
YVR,TV / movies
YW9,Polar research
YWB,Nickel
YWB,Platinum
YWG,Agribusiness
YWG,Loves Cancun x2|
YWG,Ranching
YWG,Soybeans
YXC,Boreal
YXC,Gemstones
YXC,Grain Belt
YXE,Arctic oil
YXE,Uranium
YXH,LNG
YXJ,Arctic oil
YXK,Francophonie|
YXS,Boreal
YXS,Coal seam gas
YXT,Aluminum
YXU,Auto parts
YXU,Loves Cancun x2|
YXU,Rare earths
YXU,Renewables
YXX,Grain Belt
YXY,Canadian Arctic 
YXY,Gold
YXY,Loves Arctic|
YXY,Loves Cancun x2|
YXY,Uranium
YYB,Boreal
YYC,|CA|Chinese
YYC,|CA|Filipino
YYC,|CA|Punjabi
YYC,Coal seam gas
YYC,Loves Cancun x2|
YYC,Oil
YYC,Oil fracking
YYC,Telco
YYE,Arctic oil
YYE,Boreal
YYG,Atlantic Fishing
YYG,Potato
YYG,Wind energy
YYJ,Defense
YYJ,Marine
YYJ,Northwest Passage
YYR,Boreal
YYT,Arctic oil
YYT,Atlantic Fishing
YYY,Francophonie|
YYZ,|CA|Bengali
YYZ,|CA|Chinese
YYZ,|CA|Filipino
YYZ,|CA|Punjabi
YYZ,|CA|Telugu
YYZ,Advertising & media
YYZ,Investment banking
YYZ,Life sciences
YYZ,Loves Cancun x2|
YYZ,Nuclear energy
YYZ,Software
YZF,Canadian Arctic 
YZF,Gold FIFO
YZF,Loves Arctic|
YZP,Boreal
YZT,Northwest Passage
YZV,Aluminum
YZV,Francophonie|
ZAG,Logistics EU Med
ZAG,Vampiric
ZAH,Drug trafficking 
ZAM,Tropical fishing
ZAT,Potato
ZAZ,|ES|Romanian
ZAZ,Wind energy
ZBF,Francophonie|
ZBR,|OM|Baloch
ZCL,|US|Durango & Zacatecas
ZHA,Heavy industry
ZHA,Logistics APAC
ZHA,Sinopec
ZHA,Sugar
ZIH,|US|Guerrero & Oaxaca
ZLO,|US|Jalisco & Michoacán
ZNE,Copper FIFO
ZNE,Iron ore
ZNE,Rare earths
ZNZ,Arabic|
ZNZ,German|
ZNZ,Italian|
ZNZ,Sunni|
ZOS,Shipbuilding
ZQN,Viticulture
ZRH,Chocolate
ZRH,Cryptocurrency
ZRH,Eurozone banking
ZRH,Investment banking
ZRH,Loves Alps|
ZRH,Luxury goods
ZRH,Pharma
ZRH,Professional services
ZRH,Robotics
ZTH,Anglophone|
ZTH,Dutch|
ZTH,Polish|
ZUH,Rare earths
ZUH,Sinopec
ZUH,Tropical fishing
ZUH,Wind energy
ZYI,Baijiu
ZYL,Fabrics
ZYL,Tea
,
,
,
,
,
,
,
,
,
PER,Aussie Outliers
XCH,Aussie Outliers
CCK,Aussie Outliers
SYD,Aussie Outliers
CBR,Aussie Outliers
NLK,Aussie Outliers
LDH,Aussie Outliers
SYD,Aussie Outliers
